Thương hiệu,Model,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Số chỗ ngồi,Số cửa,Dẫn động,Giá thành,Loại nhiên liệu,Dung tích động cơ,Đơn vị động cơ,Tuổi
Toyota,Vios,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,245,Gas ,1.5,L,12
Chevrolet,Aveo,Used,86000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,225,Gas ,1.5,L,8
Hyundai,i30,Used,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,235,Gas ,1.6,L,15
Hyundai,i10,Used,90000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,198,Gas ,1.25,L,6
Mercedes Benz,Maybach,Used,20000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,5800,Gas ,3.0,L,3
Honda,Civic,Used,58000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,370,Gas ,1.8,L,10
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,510,Gas ,1.4,L,0
LandRover,Range Rover,Used,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1333,Gas ,2.0,L,6
Chevrolet,Colorado,Used,90000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,415,Diesel ,2.8,L,6
Ford,Everest,Used,0,Domestic,SUV,Manual,7,5,RFD - Rear Wheel Drive,120,Diesel ,2.5,L,17
Mitsubishi,Xpander,Used,65000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,485,Gas ,1.5,L,4
Ford,Everest,Used,39000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,898,Diesel ,2.0,L,5
Nissan,Almera,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,495,Gas ,1.0,L,0
Hyundai,i10,Used,100000,Imported,Hatchback,Manual,5,5,FWD - Front Wheel Drive,195,Gas ,1.0,L,8
Peugeot,2008,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,789,Gas ,1.2,L,0
Ford,Explorer,Used,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,895,Gas ,2.3,L,7
Daewoo,Matiz,Used,0,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,65,Gas ,0.8,L,19
Honda,Civic,Used,12856,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,250,Gas ,1.8,L,17
Kia,Sedona,Used,60000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,875,Diesel ,2.2,L,4
Mercedes Benz,E class,Used,70889,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,685,Gas ,2.0,L,8
Ford,Ranger,Used,69000,Imported,Bán tải / Pickup,Manual,5,4,RFD - Rear Wheel Drive,390,Diesel ,2.2,L,8
Nissan,Sunny,Used,90000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,235,Gas ,1.5,L,9
Mazda,6,Used,60000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,450,Gas ,2.0,L,7
Kia,Morning,Used,90000,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,108,Gas ,1.1,L,13
Toyota,Fortuner,Used,60000,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,389,Gas ,2.7,L,12
Ford,Everest,Used,0,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,300,Diesel ,2.5,L,14
Hyundai,Accent,Used,18268,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,248,Gas ,1.4,L,11
Kia,Carens,Used,80000,Domestic,Crossover,Automatic,7,5,FWD - Front Wheel Drive,235,Gas ,2.0,L,13
Mazda,6,Used,55000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,520,Gas ,2.0,L,5
Mazda,CX5,Used,72200,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,635,Gas ,2.5,L,5
Hyundai,SantaFe,Used,100000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,785,Gas ,2.4,L,4
Toyota,Innova,Used,92000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,485,Gas ,2.0,L,5
Honda,Civic,Used,150000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,245,Gas ,2.0,L,14
Hyundai,Tucson,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,821,Gas ,2.0,L,0
Mitsubishi,Xpander,Used,3800,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,499,Gas ,1.5,L,3
Toyota,Vios,Used,48000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,420,Gas ,1.5,L,4
Kia,Seltos,Used,50310,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,640,Gas ,1.4,L,3
Nissan,Navara,New,0,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,616,Diesel ,2.3,L,0
Toyota,Fortuner,Used,62000,Imported,SUV,Manual,7,5,RFD - Rear Wheel Drive,790,Diesel ,2.4,L,4
Hyundai,Grand Starex,Used,120000,Imported,Van/Minivan,Manual,9,5,RFD - Rear Wheel Drive,505,Diesel ,2.5,L,8
Ford,Focus,Used,49000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,375,Gas ,1.5,L,6
Ford,Ranger,Used,70000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,505,Diesel ,2.2,L,5
Ford,Focus,Used,75000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,425,Gas ,1.5,L,8
Kia,Morning,Used,40000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,285,Gas ,1.25,L,4
Ford,Ranger,Used,87666,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,426,Diesel ,2.2,L,7
Toyota,Land Cruiser,Used,8000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,4250,Gas ,4.6,L,3
Mazda,2,Used,16000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,745,Gas ,2.5,L,3
Toyota,Fortuner,Used,78000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,535,Gas ,2.7,L,8
MG,5,Used,14000,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,499,Gas ,1.5,L,1
Ford,Mondeo,Used,116000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,388,Gas ,2.5,L,17
Suzuki,XL7,Used,18000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,472,Gas ,1.5,L,3
Toyota,Avanza,New,0,Domestic,SUV,Manual,7,5,RFD - Rear Wheel Drive,510,Gas ,1.5,L,0
Ford,Fiesta,Used,95000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,310,Gas ,1.5,L,8
Toyota,Vios,Used,37000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,470,Gas ,1.5,L,3
Toyota,Veloz,Used,17000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,640,Gas ,1.5,L,1
Mitsubishi,Jolie,Used,0,Domestic,SUV,Manual,8,5,RFD - Rear Wheel Drive,125,Gas ,2.0,L,18
Hyundai,SantaFe,Used,120000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,600,Diesel ,2.2,L,11
Peugeot,3008,Used,50000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,695,Gas ,1.6,L,4
LandRover,Range Rover,Used,68888,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,838,Gas ,2.0,L,10
Chevrolet,Colorado,Used,62000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,445,Diesel ,2.5,L,5
Ford,Ranger,Used,81000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,469,Diesel ,2.2,L,6
Lexus,ES,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1350,Gas ,2.5,L,6
Mazda,3,Used,44700,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,559,Gas ,1.5,L,1
Mercedes Benz,C class,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,299,Gas ,2.0,L,0
Toyota,Wigo,Used,85000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,265,Gas ,1.2,L,5
Hyundai,Tucson,Used,60000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,600,Gas ,2.0,L,5
BMW,3 Series,Used,80000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,295,Gas ,2.0,L,12
LandRover,Range Rover,Used,25000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3200,Gas ,3.0,L,5
Chevrolet,Captiva,Used,82000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,419,Gas ,2.4,L,7
Hyundai,SantaFe,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1180,Diesel ,2.2,L,0
Lexus,RX,Used,60000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2250,Gas ,3.5,L,7
Volkswagen,T-Cross,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,879,Gas ,1.0,L,0
Mercedes Benz,S class,Used,9000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,4450,Gas ,3.0,L,1
Lexus,LX,Used,40000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,6400,Gas ,5.7,L,4
Porsche,Cayenne,Used,27000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3750,Gas ,3.0,L,5
Ford,EcoSport,Used,46000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,358,Gas ,1.5,L,7
Mitsubishi,Attrage,Used,20000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,320,Gas ,1.2,L,3
Toyota,Vios,Used,40000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,460,Gas ,1.5,L,5
Honda,City,Used,50000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,429,Gas ,1.5,L,3
Mercedes Benz,GLC,Used,14000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1695,Gas ,2.0,L,2
Volkswagen,Touareg,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2699,Gas ,2.0,L,0
Suzuki,Ertiga,Used,6900,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,435,Gas ,1.5,L,4
LandRover,Range Rover,Used,20000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,8990,Gas ,3.0,L,2
Mercedes Benz,Maybach,Used,3000,Imported,Sedan,Automatic,4,4,Full Time 4 Wheel Drive,10900,Gas ,4.0,L,1
Suzuki,XL7,Used,9999,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,555,Gas ,1.5,L,1
Kia,Morning,Used,70000,Imported,Van/Minivan,Automatic,2,5,FWD - Front Wheel Drive,229,Gas ,1.0,L,7
Mitsubishi,Attrage,Used,24000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,369,Gas ,1.2,L,2
Chevrolet,Captiva,Used,74000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,325,Gas ,2.4,L,9
Ford,Focus,Used,144000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,295,Gas ,2.0,L,10
Volvo,S90,Used,17000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1999,Gas ,2.0,L,1
Ford,EcoSport,Used,57000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,365,Gas ,1.5,L,6
Chevrolet,Trax,Used,62000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,365,Gas ,1.4,L,6
Lexus,LX,Used,40000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4890,Gas ,5.7,L,7
Hyundai,SantaFe,Used,11000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,380,Diesel ,2.0,L,14
Nissan,Teana,Used,110000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,295,Gas ,2.0,L,13
Kia,Carnival,Used,60000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1490,Diesel ,2.2,L,1
Toyota,Fortuner,Used,57500,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,765,Gas ,2.7,L,4
Kia,Sonet,Used,15000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,575,Gas ,1.5,L,1
Mazda,2,Used,40000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,785,Gas ,2.5,L,2
Lexus,RX,Used,60000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2830,Gas ,2.0,L,2
Mitsubishi,Xpander,Used,10000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,530,Gas ,1.5,L,3
Mercedes Benz,GLC,Used,20000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1999,Gas ,2.0,L,1
Ford,EcoSport,Used,110000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,300,Gas ,1.5,L,9
Mazda,3,Used,18000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,545,Gas ,1.5,L,1
Ford,Ranger,Used,130000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,520,Diesel ,3.2,L,8
Toyota,Camry,Used,85000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,518,Gas ,2.0,L,6
Toyota,Yaris,Used,109000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,280,Gas ,1.3,L,13
Hyundai,Accent,Used,78000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,340,Gas ,1.4,L,4
Honda,Civic,Used,108000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,225,Gas ,1.8,L,17
Smart,Forfour,Used,150000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,219,Gas ,1.3,L,19
Mazda,3,Used,60000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,485,Gas ,1.5,L,4
Kia,Carens,Used,15000,Domestic,Crossover,Manual,7,5,FWD - Front Wheel Drive,170,Gas ,1.6,L,13
Hyundai,Accent,Used,2700,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,455,Gas ,1.4,L,1
Kia,Morning,Used,99000,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,99,Gas ,1.1,L,11
Chevrolet,Cruze,Used,67890,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,288,Gas ,1.8,L,7
Kia,Morning,Used,20000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,130,Gas ,1.0,L,16
Mazda,2,Used,79000,Imported,Bán tải / Pickup,Manual,5,4,4WD - 4 Wheel Drive,430,Diesel ,2.2,L,4
Toyota,Raize,Used,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,528,Gas ,1.0,L,1
Peugeot,2008,Used,57000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,630,Gas ,1.2,L,2
Kia,Morning,Used,120000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,175,Gas ,1.1,L,12
Daewoo,Matiz,Used,0,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,74,Gas ,0.8,L,15
Hyundai,SantaFe,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1180,Diesel ,2.2,L,0
Toyota,Camry,Used,1000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1350,Gas ,2.5,L,0
Toyota,Camry,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1350,Gas ,2.5,L,0
Toyota,Yaris,Used,31000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,460,Gas ,1.5,L,6
Hyundai,i10,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,180,Gas ,1.25,L,6
Kia,Morning,Used,0,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,160,Gas ,1.1,L,15
VinFast,VF9,Used,2800,Domestic,SUV,Automatic,6,5,Full Time 4 Wheel Drive,1150,Electric ,0.2,L,0
Honda,City,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,385,Gas ,1.5,L,5
Hyundai,Sonata,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,245,Gas ,2.0,L,14
Kia,Rondo,Used,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,515,Gas ,2.0,L,2
Hyundai,Tucson,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,820,Gas ,2.0,L,0
Mercedes Benz,C class,Used,68000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,695,Gas ,2.0,L,7
Ford,Escape,Used,0,Domestic,SUV,Automatic,5,5,4WD - 4 Wheel Drive,160,Gas ,2.3,L,18
Ford,Ranger,Used,0,Imported,Bán tải / Pickup,Manual,5,4,RFD - Rear Wheel Drive,175,Diesel ,2.5,L,14
Hyundai,Accent,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,250,Gas ,1.4,L,12
Chevrolet,Spark,Used,0,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,195,Gas ,1.0,L,8
Ford,EcoSport,Used,17900,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,465,Gas ,1.5,L,3
Mitsubishi,Grandis,Used,0,Domestic,Crossover,Automatic,7,5,FWD - Front Wheel Drive,225,Gas ,2.4,L,17
Honda,City,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,450,Gas ,1.5,L,3
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,150,Gas ,2.0,L,16
Toyota,Corolla altis,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,139,Gas ,1.8,L,19
Mazda,6,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,470,Gas ,2.0,L,6
Hyundai,Accent,Used,51000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,280,Gas ,1.4,L,5
Kia,Carens,Used,150000,Domestic,Crossover,Manual,7,5,FWD - Front Wheel Drive,249,Gas ,2.0,L,12
Kia,Morning,Used,0,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,285,Gas ,1.25,L,5
Kia,Morning,Used,110000,Imported,Van/Minivan,Automatic,2,5,FWD - Front Wheel Drive,125,Gas ,1.0,L,14
Mitsubishi,Triton,Used,0,Imported,Bán tải / Pickup,Manual,5,4,4WD - 4 Wheel Drive,220,Diesel ,2.5,L,13
Toyota,Fortuner,Used,0,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,450,Gas ,2.7,L,8
Honda,CRV,Used,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,785,Gas ,1.5,L,4
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,260,Gas ,2.0,L,15
Daewoo,Magnus,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,95,Gas ,2.5,L,19
Hyundai,Avante,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,235,Gas ,1.6,L,11
Ford,Ranger,Used,0,Imported,Bán tải / Pickup,Manual,5,4,RFD - Rear Wheel Drive,392,Diesel ,2.2,L,6
Haval,H6,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,862,Hybrid ,1.5,L,0
Daewoo,Nubira,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,35,Gas ,1.6,L,22
Hyundai,Elantra,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,425,Gas ,2.0,L,5
Mercedes Benz,S class,Used,70000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1500,Gas ,3.0,L,7
Hyundai,Avante,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,268,Gas ,1.6,L,12
Toyota,Innova,Used,112000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,328,Gas ,2.0,L,9
Ford,Laser,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,65,Gas ,1.6,L,22
VinFast,Lux A 2.0,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,699,Gas ,2.0,L,1
Toyota,Camry,Used,98000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,410,Gas ,2.4,L,12
Kia,Sonet,Used,15000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,575,Gas ,1.5,L,1
Mitsubishi,Xpander,Used,8000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,530,Gas ,1.5,L,1
Honda,CRV,Used,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,745,Gas ,1.5,L,5
Toyota,Corolla altis,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,455,Gas ,1.8,L,8
Mazda,2,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,365,Gas ,1.5,L,5
Kia,Sedona,Used,120000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,820,Diesel ,2.2,L,4
Ford,Territory,Used,10000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,790,Gas ,1.5,L,1
Chevrolet,Aveo,Used,118000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,230,Gas ,1.5,L,7
Mitsubishi,Triton,Used,79000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,485,Diesel ,2.4,L,6
Kia,Cerato,Used,0,Imported,Sedan,Manual,5,4,FWD - Front Wheel Drive,175,Gas ,1.6,L,14
Toyota,Fortuner,Used,113000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,418,Gas ,2.7,L,10
Honda,CRV,Used,100000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,545,Gas ,2.4,L,8
Mazda,2,Used,70000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,300,Gas ,1.5,L,5
Toyota,Vios,Used,34000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,450,Gas ,1.5,L,2
Chevrolet,Colorado,Used,0,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,445,Diesel ,2.5,L,5
Toyota,Hilux,Used,70000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,555,Diesel ,2.4,L,4
Hyundai,Kona,Used,47000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,515,Gas ,2.0,L,4
Nissan,Sunny,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,248,Gas ,1.5,L,10
Toyota,Vios,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,425,Gas ,1.5,L,4
Hyundai,Getz,Used,0,Imported,Hatchback,Manual,5,5,FWD - Front Wheel Drive,95,Gas ,1.1,L,14
Ford,Ranger,Used,0,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,385,Diesel ,2.2,L,8
Chevrolet,Vivant,Used,0,Domestic,Crossover,Automatic,7,5,FWD - Front Wheel Drive,125,Gas ,2.0,L,14
Mitsubishi,Outlander,Used,39000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,670,Gas ,2.0,L,4
Hyundai,i10,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,265,Gas ,1.25,L,8
Kia,Morning,Used,0,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,183,Gas ,1.0,L,6
Mitsubishi,Attrage,Used,75000,Imported,Sedan,Manual,5,4,FWD - Front Wheel Drive,305,Gas ,1.2,L,2
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,489,Gas ,2.0,L,5
Mazda,2,Used,8000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,870,Gas ,2.5,L,1
Ford,Focus,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,299,Gas ,2.0,L,9
Ford,Explorer,Used,38000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1990,Gas ,2.3,L,1
Honda,CRV,Used,39000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,799,Gas ,1.5,L,3
Honda,City,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,345,Gas ,1.5,L,6
VinFast,Fadil,Used,29000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,290,Gas ,1.4,L,3
Chevrolet,Orlando,Used,65000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,370,Gas ,1.8,L,7
Kia,Morning,Used,0,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,135,Gas ,1.25,L,9
Audi,Q3,Used,55000,Imported,Crossover,Automatic,5,5,Full Time 4 Wheel Drive,779,Gas ,2.0,L,7
Toyota,Vios,Used,100000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,298,Gas ,1.5,L,6
Toyota,Innova,Used,83000,Domestic,Crossover,Automatic,7,5,RFD - Rear Wheel Drive,525,Gas ,2.0,L,6
Mazda,3,Used,76000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,385,Diesel ,3.2,L,9
Mercedes Benz,C class,Used,998,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1439,Gas ,1.5,L,0
Mercedes Benz,GLC,Used,27000,Domestic,SUV,Automatic,5,5,RFD - Rear Wheel Drive,1399,Gas ,2.0,L,2
Hyundai,Click,Used,0,Imported,Hatchback,Manual,5,5,FWD - Front Wheel Drive,116,Gas ,1.4,L,15
Daewoo,Lanos,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,25,Gas ,1.5,L,20
Chevrolet,Aveo,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,175,Gas ,1.5,L,8
Nissan,Almera,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,595,Gas ,1.0,L,1
Ford,Ranger,Used,115000,Domestic,Bán tải / Pickup,Manual,5,4,4WD - 4 Wheel Drive,130,Diesel ,2.5,L,18
Mazda,3,Used,14000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,650,Gas ,1.5,L,2
Chevrolet,Spark,Used,0,Imported,Van/Minivan,Automatic,2,5,FWD - Front Wheel Drive,116,Gas ,1.0,L,11
Volkswagen,Virtus,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,699,Gas ,1.0,L,0
Hyundai,Verna,Used,150000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,199,Gas ,1.4,L,14
Mazda,6,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,570,Gas ,2.0,L,4
Toyota,Fortuner,Used,28000,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,199,Diesel ,2.8,L,2
Toyota,Vios,Used,92000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,363,Gas ,1.5,L,5
Toyota,Innova,Used,85000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,320,Gas ,2.0,L,9
